Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT049,2781.6602
DRG23,OUT010,370.8761
FDD53,OUT046,670.5156
NCM31,OUT027,3085.5723
FDT16,OUT017,4707.28
FDR40,OUT035,1395.4482
DRG25,OUT017,3946.75
FDT10,OUT035,1047.4712
FDY32,OUT013,2539.9631
FDN50,OUT035,1518.9908
FDZ35,OUT019,206.4277
NCP54,OUT045,1973.9878
NCD07,OUT035,1854.264
FDS02,OUT018,2949.669
DRN59,OUT018,616.50446
DRB24,OUT013,2521.083
FDP37,OUT027,3085.5723
DRB01,OUT018,2061.0732
FDR47,OUT046,3055.7551
NCM31,OUT010,288.22357
NCF06,OUT027,5838.3774
NCV17,OUT027,3485.1672
FDS10,OUT049,2904.0635
FDN52,OUT035,1355.8795
FDZ48,OUT013,1916.8704
FDJ48,OUT049,4068.5461
DRB13,OUT027,4387.2773
FDV59,OUT017,3526.3147
FDL32,OUT035,1786.3228
FDZ12,OUT035,2751.0571
NCR06,OUT027,976.91327
FDP51,OUT017,2105.8225
FDY22,OUT013,2270.708
FDZ38,OUT049,2870.9941
NCO54,OUT035,1033.9258
FDR23,OUT035,2854.3572
FDM38,OUT049,708.7356
FDS25,OUT013,1916.8704
FDZ22,OUT013,1351.1259
FDZ20,OUT019,-208.35153
FDD45,OUT010,202.80098
FDN03,OUT049,3713.7747
NCW30,OUT046,3455.139
FDY24,OUT027,1795.1719
FDJ26,OUT019,-102.13306
FDM15,OUT049,2521.083
NCW54,OUT027,1795.1719
FDA23,OUT045,1627.9501
FDA39,OUT019,35.906174
FDZ12,OUT017,2702.2456
NCB42,OUT046,1899.4233
FDL16,OUT046,775.8535
FDO24,OUT019,144.00058
NCP42,OUT046,3152.3528
FDR19,OUT018,2208.7441
DRL01,OUT045,4872.5234
FDV37,OUT046,3121.8025
FDI41,OUT010,357.44687
FDF58,OUT049,1047.8755
NCF43,OUT018,1888.3644
FDN02,OUT049,3519.5608
NCP41,OUT035,1754.5348
NCY17,OUT027,1046.8833
FDL58,OUT027,5753.318
NCA30,OUT027,5281.7725
FDE46,OUT018,1873.2444
FDY38,OUT035,4037.8013
NCH29,OUT027,2711.5884
FDO20,OUT045,4121.7153
FDP44,OUT018,1416.888
FDM02,OUT027,2457.9492
FDJ14,OUT027,2214.3518
FDH04,OUT010,232.21153
DRK23,OUT046,5825.2695
NCW05,OUT046,2184.4292
FDF12,OUT049,2492.4287
FDL51,OUT019,675.4683
FDN03,OUT018,3327.3096
DRJ37,OUT049,2492.4287
FDM12,OUT019,396.36877
FDA16,OUT045,3573.541
NCB07,OUT017,3106.743
NCI17,OUT019,158.54129
FDR51,OUT046,2474.982
FDJ55,OUT045,3697.3296
NCZ17,OUT013,752.92267
FDU25,OUT013,879.8504
NCG18,OUT045,1627.9501
DRM11,OUT017,4136.8213
FDH16,OUT035,1555.0363
FDZ04,OUT018,804.23425
NCX53,OUT035,2330.903
FDX38,OUT027,1125.6497
FDX09,OUT046,2832.1567
NCW05,OUT018,1841.7844
NCS41,OUT017,3147.8992
FDI26,OUT046,2737.9185
NCZ41,OUT027,3280.8767
NCK06,OUT046,2251.9438
FDX23,OUT027,2711.5884
NCA42,OUT046,2684.2634
FDC20,OUT049,934.4437
DRC49,OUT018,2208.7441
FDX01,OUT013,1916.8704
FDC08,OUT045,2512.849
FDC02,OUT017,5303.12
FDK10,OUT045,2213.3784
DRC24,OUT013,2521.083
FDW16,OUT019,218.79373
NCU06,OUT018,3260.4902
DRA59,OUT045,3042.0637
FDR24,OUT019,304.2774
DRL35,OUT018,511.16647
FDA49,OUT013,1287.9137
NCC55,OUT046,625.7118
DRD24,OUT019,112.14829
NCE55,OUT049,2849.6035
FDT33,OUT045,2978.7686
NCT53,OUT013,2382.2522
FDS26,OUT046,3978.1267
FDL22,OUT018,1181.3439
FDP44,OUT017,1688.5938
FDC52,OUT018,2100.7236
FDI53,OUT010,114.03234
FDZ23,OUT046,3055.7551
NCT18,OUT013,3226.9768
FDR13,OUT046,1899.4233
FDB09,OUT010,111.58694
FDZ60,OUT013,1340.5879
FDB11,OUT046,3669.806
FDC10,OUT018,1339.516
FDW56,OUT035,4860.0117
FDK14,OUT027,2297.396
DRE27,OUT027,2481.4258
FDA38,OUT017,2657.0266
FDT11,OUT045,2821.244
FDP15,OUT035,4467.2847
FDV27,OUT035,1423.8208
FDS36,OUT027,3058.2207
FDY40,OUT027,1151.7378
NCF19,OUT049,793.30054
FDF53,OUT045,3149.891
FDS14,OUT027,4132.5913
FDE56,OUT046,1030.4285
FDZ19,OUT035,2798.566
FDZ46,OUT013,1781.5691
FDR16,OUT046,4763.5156
FDG29,OUT018,511.16647
NCE30,OUT017,2374.4236
FDZ40,OUT046,871.48035
FDG58,OUT018,2208.7441
DRH03,OUT013,1509.9314
FDZ47,OUT045,1303.4666
FDV04,OUT018,1914.4479
FDZ10,OUT018,1802.3207
FDG46,OUT017,2458.3018
NCF07,OUT045,1639.0009
FDY44,OUT035,3365.7485
FDB21,OUT013,3735.5918
FDS20,OUT035,3482.6838
FDS49,OUT049,1322.7533
FDX55,OUT027,5703.464
NCQ02,OUT018,2865.171
FDR25,OUT013,4873.785
DRG39,OUT045,874.4623
FDB46,OUT046,3384.0088
NCC30,OUT018,2699.936
FDE58,OUT035,2198.5508
FDC05,OUT019,687.4041
FDY15,OUT046,2529.0193
FDG14,OUT046,3000.433
FDL08,OUT049,3764.246
FDQ47,OUT013,626.3179
FDN12,OUT035,1786.3228
FDW10,OUT013,2531.5952
FDD02,OUT035,1989.5653
FDX35,OUT010,988.73395
FDT35,OUT046,2737.0464
DRN47,OUT019,716.8364
FDB11,OUT010,522.283
FDN20,OUT045,2822.5886
FDB59,OUT035,3094.9744
FDJ58,OUT045,2815.7102
FDU60,OUT046,2998.1946
FDS03,OUT049,1047.8755
FDU40,OUT019,618.72345
DRH15,OUT049,767.21234
FDD04,OUT027,3690.0789
FDQ01,OUT046,3932.6125
FDF28,OUT035,2237.1714
FDD22,OUT010,295.92926
FDY19,OUT046,1872.2566
FDN33,OUT035,1487.095
FDV36,OUT035,2263.9585
FDW01,OUT010,384.61368
FDJ28,OUT049,3169.7996
FDB17,OUT035,3374.0906
FDM40,OUT049,2192.9133
FDV46,OUT045,2035.0575
FDQ44,OUT049,2071.9016
NCD42,OUT046,625.7118
DRH37,OUT046,2610.9287
FDR10,OUT018,2397.081
NCD06,OUT027,1035.2698
FDI53,OUT046,2351.5913
FDG16,OUT035,3539.7776
DRB25,OUT046,1700.4382
FDY09,OUT046,2934.1455
FDX48,OUT045,2487.1897
FDC03,OUT010,507.8827
FDT47,OUT035,1895.4995
FDW44,OUT027,4360.48
FDT24,OUT017,1256.9236
FDT12,OUT019,737.2592
NCS38,OUT035,1921.624
FDO39,OUT035,3414.7424
FDA13,OUT046,670.5156
FDO48,OUT035,3868.8953
DRJ01,OUT017,2491.2314
FDD53,OUT018,511.16647
NCT05,OUT049,4097.2007
FDQ51,OUT045,820.477
FDU60,OUT013,2812.2175
FDC59,OUT046,1030.4285
FDP36,OUT035,798.05414
NCM19,OUT017,1788.323
FDL16,OUT035,692.71625
FDE50,OUT018,2824.0146
NCR18,OUT013,671.1217
NCD30,OUT035,1635.5016
FDH31,OUT013,1717.8853
FDD56,OUT019,234.23575
FDC47,OUT049,4142.2417
FDZ21,OUT045,1502.1263
FDM01,OUT049,1717.8853
FDF24,OUT013,1351.1259
FDW23,OUT017,656.26953
FDY52,OUT018,744.41016
DRH37,OUT027,4277.85
DRO47,OUT027,2990.4365
FDR25,OUT049,4740.6733
FDQ24,OUT027,5400.729
DRJ51,OUT018,3342.9565
NCU06,OUT035,4045.282
NCV18,OUT018,1465.815
NCC06,OUT027,4187.1865
FDZ01,OUT018,1515.6199
FDT14,OUT017,2116.4878
FDD11,OUT019,-977.7034
FDN09,OUT017,3744.2148
NCO18,OUT010,415.4536
FDZ50,OUT045,2889.394
FDS44,OUT013,4636.719
FDI36,OUT045,2915.4822
FDA26,OUT010,469.2806
NCY53,OUT049,1889.7036
FDF32,OUT049,3358.6028
FDF59,OUT010,333.5702
FDB20,OUT046,1232.7227
DRH11,OUT035,968.6917
FDT03,OUT049,2202.2825
NCH06,OUT035,2650.1929
FDR55,OUT049,3141.1453
FDI10,OUT035,2922.2986
FDZ12,OUT045,2611.856
FDM12,OUT049,2459.9897
DRB25,OUT045,1627.9501
NCS41,OUT013,3226.9768
NCT53,OUT049,2442.0103
NCD55,OUT013,671.1217
FDY08,OUT049,2270.708
NCP55,OUT049,934.4437
FDA33,OUT013,2436.6375
FDQ33,OUT013,3367.5212
FDE45,OUT027,5967.0576
FDT26,OUT013,2082.567
NCV53,OUT049,4306.075
FDK60,OUT027,2295.1582
NCJ29,OUT046,1333.6788
FDI15,OUT045,4427.5215
FDX21,OUT013,1781.5691
FDV49,OUT019,-565.2168
DRO59,OUT046,1305.3063
FDZ14,OUT045,1919.2454
FDP32,OUT027,3297.831
FDC33,OUT017,3147.8992
FDT14,OUT010,211.70262
NCN54,OUT027,2293.1094
FDR57,OUT027,4226.4136
DRK12,OUT046,668.30365
FDX52,OUT049,3169.7996
FDX08,OUT010,550.3253
FDP10,OUT010,197.28452
NCP50,OUT045,1252.8147
NCL06,OUT013,3710.965
FDP25,OUT013,3876.7324
FDE53,OUT013,1717.8853
FDL27,OUT017,1267.6393
FDC35,OUT049,3519.5608
DRJ47,OUT010,412.0153
FDD16,OUT018,1024.7386
NCN42,OUT049,2493.916
FDC38,OUT027,3085.5723
NCO07,OUT045,3322.552
FDQ20,OUT049,687.96265
FDI32,OUT046,1899.4233
FDN20,OUT010,341.88272
DRJ51,OUT027,6123.246
FDU08,OUT045,1538.1718
DRN37,OUT019,116.20304
FDD05,OUT010,282.697
FDW15,OUT046,2474.982
FDI52,OUT046,2091.2083
DRM11,OUT049,3971.549
NCO06,OUT045,582.09875
FDU38,OUT049,3615.9119
FDU59,OUT018,2311.4407
FDJ10,OUT046,2195.32
FDM13,OUT049,1587.5433
NCJ30,OUT019,89.34556
FDM45,OUT018,1802.3207
FDP36,OUT045,759.4073
NCD30,OUT010,197.58484
FDN48,OUT017,1489.0952
FDY32,OUT049,2599.7212
FDU47,OUT046,2253.2612
FDF17,OUT019,640.3842
FDP34,OUT017,2606.475
FDA47,OUT049,2599.7212
DRD27,OUT027,2473.1445
FDW38,OUT045,961.3049
FDZ15,OUT019,57.913795
FDZ03,OUT027,5255.6846
NCN19,OUT049,3169.7996
FDG02,OUT035,2388.9692
FDS31,OUT035,3482.6838
FDW43,OUT019,700.4285
FDZ47,OUT010,197.28452
FDO57,OUT017,2724.9849
NCL07,OUT013,671.1217
NCV42,OUT013,1781.5691
FDP40,OUT017,2063.2104
FDP48,OUT019,468.93707
FDH21,OUT017,2870.3186
NCP02,OUT049,974.7767
FDK24,OUT049,793.30054
FDC41,OUT045,1517.9829
FDF08,OUT017,1357.8798
FDO49,OUT017,800.0544
FDS56,OUT027,5150.049
FDX46,OUT018,804.23425
FDQ07,OUT013,3459.8027
FDC32,OUT010,159.48068
FDT21,OUT019,304.0051
FDG58,OUT045,2458.5354
FDW14,OUT049,1325.0377
DRA12,OUT027,3280.8767
FDV27,OUT013,1351.1259
DRD25,OUT013,1916.8704
DRF48,OUT027,5281.7725
FDX24,OUT017,1499.8109
DRJ51,OUT046,3823.0322
FDE45,OUT045,3704.478
FDE14,OUT046,1700.4382
FDG53,OUT045,1945.3335
FDT08,OUT046,2474.982
DRC27,OUT027,5016.0635
FDG20,OUT035,2325.8765
FDC21,OUT046,1700.4382
FDV31,OUT018,2655.561
FDB58,OUT045,2031.0793
FDV23,OUT046,2118.3752
FDA25,OUT019,238.40567
FDC15,OUT046,2556.1863
FDU47,OUT049,2135.822
FDE23,OUT013,776.4596
FDS08,OUT013,2695.6072
FDW03,OUT027,2745.4082
FDJ60,OUT018,2432.4658
FDM34,OUT017,2169.363
FDW33,OUT013,1717.8853
FDZ40,OUT013,839.5174
FDE33,OUT018,1142.151
NCC06,OUT010,1022.6816
FDU11,OUT046,2127.946
FDL44,OUT017,2745.9668
NCZ29,OUT017,2142.576
FDG28,OUT010,705.3921
FDL12,OUT018,804.23425
FDD52,OUT017,1594.776
FDO15,OUT013,1119.198
NCN29,OUT027,1187.659
FDW36,OUT013,1717.8853
FDB21,OUT046,3718.145
FDZ28,OUT013,2108.655
FDY10,OUT035,1989.5653
DRG39,OUT017,869.593
FDN28,OUT013,1679.4382
FDV15,OUT035,1722.6389
DRI13,OUT035,3744.164
FDH20,OUT046,1518.5725
FDY51,OUT013,3459.8027
FDE16,OUT013,3778.3027
FDX40,OUT018,466.36237
FDC48,OUT018,1214.096
FDS14,OUT046,2448.8938
FDX56,OUT017,3841.3687
FDI10,OUT046,2832.1567
FDI14,OUT013,2270.708
DRM48,OUT013,668.9097
NCH07,OUT027,4152.1196
FDY26,OUT013,4699.4775
FDD02,OUT027,2827.2844
FDM12,OUT046,2442.543
DRF01,OUT010,276.6377
FDV36,OUT046,2119.8625
DRI59,OUT013,3613.1882
FDV03,OUT018,2343.651
FDO39,OUT017,3519.2368
NCB07,OUT018,2905.9468
FDH38,OUT027,3016.495
FDZ13,OUT035,798.05414
NCZ30,OUT046,2062.584
NCA06,OUT035,525.60516
FDB04,OUT049,1325.0377
FDN50,OUT013,1446.2959
NCG06,OUT049,2927.8223
NCY17,OUT018,511.16647
FDC23,OUT046,2987.1182
FDK33,OUT049,3343.071
FDR03,OUT049,3548.215
FDZ07,OUT045,1013.98267
FDO38,OUT013,1236.6107
FDS59,OUT046,1700.4382
DRM11,OUT019,-161.33163
FDX52,OUT027,5703.464
DRJ35,OUT018,763.90125
NCP53,OUT046,3838.1194
FDW15,OUT019,69.627594
DRI47,OUT045,2487.1897
DRZ11,OUT035,2140.5757
FDS02,OUT013,3055.299
DRD49,OUT018,3530.8765
FDW38,OUT049,888.61206
FDR21,OUT019,406.2386
FDE40,OUT013,926.86145
FDI02,OUT045,1993.3403
FDQ04,OUT045,715.1391
FDY14,OUT017,4162.609
NCT54,OUT046,1554.6179
DRD25,OUT017,1788.323
DRE01,OUT045,3762.768
FDJ12,OUT010,549.06665
NCZ05,OUT049,1717.8853
DRB25,OUT019,267.95682
NCC31,OUT045,2667.817
FDM16,OUT045,1216.2765
DRG11,OUT049,1717.8853
FDV24,OUT027,3716.167
FDV43,OUT046,670.5156
FDG05,OUT018,2208.7441
FDV23,OUT010,291.40955
FDI58,OUT018,1181.3439
FDQ11,OUT017,3908.5015
FDC05,OUT027,5703.464
FDF40,OUT013,3802.311
FDU02,OUT018,3025.9595
FDT32,OUT013,2986.2769
NCF06,OUT017,4026.4475
FDT46,OUT013,776.4596
FDR58,OUT010,222.71327
FDY04,OUT046,2582.2744
FDT58,OUT045,2383.7913
FDE46,OUT049,2213.5618
DRH11,OUT017,902.7506
DRI51,OUT046,2738.1252
FDC35,OUT017,3526.3147
FDP45,OUT035,3913.1172
FDC45,OUT017,2707.117
FDU01,OUT045,2734.7275
FDJ53,OUT010,331.80923
FDJ46,OUT017,2856.3574
FDX07,OUT013,3014.9312
NCI30,OUT049,3691.1907
FDE47,OUT027,3280.8767
FDV48,OUT045,1349.9298
FDN16,OUT019,238.40567
FDM52,OUT013,2521.083
FDA32,OUT027,5737.4395
FDH05,OUT017,3765.994
FDW25,OUT010,292.5163
FDQ09,OUT046,1899.4233
NCM17,OUT010,126.6244
DRM59,OUT046,2380.7437
FDV47,OUT027,2297.396
DRE15,OUT035,1296.7765
FDS25,OUT010,292.17877
NCZ05,OUT018,1416.888
NCV05,OUT019,69.627594
DRM37,OUT046,4252.8174
FDV58,OUT027,5703.464
FDN22,OUT027,5099.9346
NCO06,OUT049,615.992
FDT56,OUT019,141.29396
FDM02,OUT013,1351.1259
FDA09,OUT046,2415.872
NCC06,OUT035,2803.5535
NCL54,OUT049,2849.6035
NCB55,OUT017,941.1976
FDB12,OUT017,1724.6392
NCA54,OUT049,2931.2305
NCS38,OUT049,1916.8704
FDC02,OUT049,5262.2764
FDK44,OUT019,-381.80096
FDE16,OUT035,4034.0098
NCS05,OUT035,2237.1714
FDZ59,OUT045,3009.1018
FDI20,OUT017,4935.2466
FDQ14,OUT046,2448.8938
FDF53,OUT017,3234.3455
FDW25,OUT017,1608.6194
NCQ43,OUT010,50.35632
FDX52,OUT013,3110.0415
FDE28,OUT045,3703.9368
FDN15,OUT017,2181.9458
FDO28,OUT017,2067.3755
FDQ33,OUT045,3333.628
FDM22,OUT010,167.34361
FDJ03,OUT017,773.9662
FDI16,OUT045,961.6202
FDI09,OUT027,4825.5635
FDX55,OUT013,3459.8027
FDS23,OUT027,3085.5723
DRC12,OUT045,2375.8052
FDH41,OUT049,3548.215
FDN01,OUT013,2978.9417
FDV55,OUT045,2458.5354
NCJ19,OUT013,812.3506
NCY29,OUT010,167.34361
FDP03,OUT018,1879.2656
FDZ52,OUT045,1664.4672
FDH31,OUT010,212.33202
FDQ19,OUT018,4254.1514
FDS15,OUT035,1790.5802
FDN32,OUT017,3451.2935
FDH32,OUT049,1572.065
FDF33,OUT017,2014.406
FDJ22,OUT046,2632.9482
FDG56,OUT010,275.93787
FDC05,OUT046,3123.6985
FDK09,OUT013,3498.8972
NCV29,OUT045,2917.699
NCC43,OUT019,75.61933
NCA42,OUT049,2701.7102
FDC10,OUT046,1722.1721
FDC16,OUT013,1325.0377
NCL17,OUT013,2192.9133
FDA51,OUT035,1895.5359
FDW01,OUT017,2499.1826
NCF30,OUT045,2006.4032
FDN49,OUT013,671.1217
FDY20,OUT045,1401.923
FDC15,OUT045,2536.4575
FDY24,OUT046,816.42523
NCG43,OUT017,1580.2762
FDA48,OUT013,3493.2139
NCF55,OUT017,649.91266
FDL38,OUT049,1435.8162
NCQ29,OUT018,2765.143
FDC34,OUT017,2890.7847
FDP36,OUT027,1151.7378
FDN50,OUT010,193.25392
FDO23,OUT049,1536.0195
FDT56,OUT013,839.5174
FDT13,OUT027,5612.5796
FDZ03,OUT013,3055.299
FDQ03,OUT010,520.9688
FDU44,OUT045,2565.828
FDD03,OUT049,4295.2617
NCH30,OUT013,1781.5691
FDS60,OUT010,326.35355
FDG08,OUT046,2832.1567
FDX38,OUT017,773.9662
FDD22,OUT017,1923.6243
FDW51,OUT013,3404.0115
FDL09,OUT017,2506.79
FDZ60,OUT045,1383.4828
NCH07,OUT046,2582.2744
NCQ41,OUT049,3169.7996
FDW04,OUT049,2135.822
FDI08,OUT027,5099.9346
FDR19,OUT019,69.627594
FDV13,OUT046,1297.6334
FDB52,OUT017,4000.5354
FDZ48,OUT027,2975.5728
NCO14,OUT049,793.30054
FDZ50,OUT013,3055.299
FDN27,OUT019,48.749706
FDQ60,OUT013,2080.0308
FDR49,OUT017,800.0544
DRJ35,OUT027,1916.1943
DRI49,OUT017,1357.8798
FDB47,OUT017,3408.2095
FDP37,OUT010,347.30777
FDR26,OUT049,2629.7393
FDY31,OUT019,69.627594
FDC11,OUT045,1285.4818
DRP47,OUT035,4039.1152
NCY54,OUT018,2655.561
FDR27,OUT046,2118.3752
FDQ21,OUT019,547.99756
NCQ29,OUT035,3447.0422
FDJ02,OUT046,2503.6362
FDE21,OUT018,1589.0632
FDM39,OUT046,2736.7144
FDZ01,OUT017,1735.3549
NCB19,OUT018,1193.8336
FDU03,OUT046,2682.5242
FDP27,OUT049,3141.1453
DRF01,OUT045,2425.3667
FDM03,OUT049,1717.8853
FDV01,OUT046,2619.1423
FDS16,OUT046,2796.3252
FDO45,OUT035,1508.5111
NCX06,OUT035,3077.26
FDP13,OUT046,670.5156
NCR38,OUT018,3783.4575
FDA01,OUT013,839.5174
FDT26,OUT017,1924.3232
FDD44,OUT027,5991.4556
FDB26,OUT013,839.5174
FDP45,OUT019,-547.137
NCP55,OUT046,916.9967
FDT23,OUT017,1329.5072
FDO51,OUT045,654.0694
FDA44,OUT046,889.8299
NCJ31,OUT018,3408.5693
FDX37,OUT045,1995.928
NCD18,OUT049,3854.0994
FDN40,OUT027,3716.167
FDL33,OUT017,3151.8184
DRF48,OUT035,3242.856
FDW08,OUT035,1722.6389
FDX39,OUT018,3018.6367
FDB38,OUT049,2674.5432
FDY46,OUT018,2905.9468
NCB06,OUT049,2599.7212
FDA34,OUT035,3327.2803
FDA35,OUT045,1945.3335
FDQ07,OUT035,3647.5684
FDU32,OUT045,1973.9878
FDU26,OUT013,1836.3812
FDU13,OUT010,502.73218
FDO09,OUT035,3518.2046
FDW03,OUT019,238.40567
FDB38,OUT013,2614.7852
FDL26,OUT010,384.61368
NCN43,OUT045,1973.9878
FDH08,OUT045,4527.7344
NCC31,OUT019,309.60883
FDH14,OUT035,2208.517
FDL40,OUT017,1553.4891
FDD20,OUT035,2237.1714
NCV53,OUT035,4615.157
FDD16,OUT045,1038.7656
FDP24,OUT035,2167.3628
FDQ25,OUT045,2917.699
FDM38,OUT035,855.234
NCT18,OUT010,439.1821
FDM34,OUT049,2108.655
DRH37,OUT010,415.07596
NCE07,OUT013,2299.3623
FDG12,OUT013,2020.9944
FDB59,OUT010,294.44122
FDS10,OUT018,2837.3096
FDN21,OUT010,409.8768
FDM02,OUT045,1317.2327
FDO44,OUT049,1916.8704
NCN17,OUT017,1724.6392
FDH16,OUT018,1181.3439
FDL44,OUT046,2657.0964
FDY47,OUT017,2142.576
DRI39,OUT046,1072.7054
NCX54,OUT018,1416.888
FDE59,OUT046,625.7118
FDO46,OUT045,2944.1365
DRE13,OUT046,1333.6788
FDW14,OUT013,1409.728
FDF35,OUT046,1700.4382
FDO50,OUT019,282.92853
DRF49,OUT017,1923.6243
FDT60,OUT049,2135.822
FDP38,OUT045,759.4073
FDA31,OUT027,4581.747
FDY52,OUT010,107.51948
FDD03,OUT027,5649.9854
FDN52,OUT018,1193.8336
FDU20,OUT010,201.06958
FDD22,OUT035,1786.3228
NCB55,OUT019,107.262505
FDN27,OUT045,1531.0159
FDD16,OUT013,1209.444
FDW48,OUT046,1269.2609
DRN35,OUT045,609.26556
FDX25,OUT049,2902.5762
DRD49,OUT049,3735.5918
FDE21,OUT019,48.749706
FDN44,OUT035,2774.4053
DRC01,OUT049,610.18427
NCK30,OUT046,3942.5452
FDU39,OUT013,812.3506
FDB49,OUT013,1572.065
FDS12,OUT045,2006.4032
FDR57,OUT018,2274.1887
FDX22,OUT027,6034.271
FDC60,OUT013,1686.5558
NCE42,OUT049,3267.0874
NCK42,OUT049,3439.661
DRE01,OUT017,3742.3457
FDE57,OUT018,1917.0187
DRK59,OUT019,210.44012
FDB10,OUT027,5310.767
FDQ25,OUT046,2934.1455
FDY26,OUT017,3645.605
FDG28,OUT049,3857.7122
FDM14,OUT049,1772.4629
NCH29,OUT049,1797.021
FDD48,OUT049,1916.8704
FDC17,OUT045,2885.8113
DRH49,OUT027,2297.396
FDN44,OUT018,2397.081
FDC29,OUT045,1826.9352
DRK01,OUT019,218.79373
FDD48,OUT017,1923.6243
FDB59,OUT013,2997.3982
FDY45,OUT010,582.38965
FDX60,OUT035,1327.507
FDT09,OUT010,305.14713
DRB24,OUT018,2126.8115
FDL13,OUT035,3748.007
FDN16,OUT035,1790.5802
FDK57,OUT013,2135.822
FDO22,OUT027,2293.1094
FDC57,OUT010,534.6941
FDZ13,OUT027,1151.7378
FDW27,OUT013,2398.1904
FDX10,OUT049,643.1588
FDY08,OUT018,1802.3207
FDA49,OUT017,1348.6215
FDC32,OUT018,1297.8547
FDO04,OUT035,1007.1387
NCZ54,OUT013,4085.6135
FDY40,OUT045,820.477
FDW36,OUT045,1627.9501
FDE11,OUT017,3079.9558
DRE37,OUT045,2910.586
NCK19,OUT017,2942.3813
FDT19,OUT035,2735.451
FDE56,OUT045,1001.9531
FDZ57,OUT010,68.416084
FDB35,OUT035,1555.0363
FDF09,OUT010,81.23437
FDO34,OUT046,2866.2021
FDA55,OUT046,3750.6338
NCM18,OUT035,979.5303
FDJ20,OUT019,60.712982
DRQ35,OUT019,71.28953
FDG02,OUT013,2345.3472
NCU29,OUT018,2126.8115
FDL27,OUT027,1826.7985
NCA54,OUT035,3003.9255
FDJ32,OUT035,1120.5704
FDB21,OUT019,-161.33163
FDR46,OUT035,2497.1824
FDZ32,OUT046,1700.4382
DRF36,OUT017,5035.7534
NCU54,OUT017,3835.2578
NCI31,OUT017,676.6997
DRA59,OUT035,3269.1528
NCC55,OUT045,670.33527
FDE44,OUT018,616.50446
NCN26,OUT018,1589.0632
FDC11,OUT049,1287.9137
FDV24,OUT035,2402.944
FDR40,OUT019,340.45956
NCQ17,OUT049,2599.7212
FDC46,OUT045,3214.7573
NCM18,OUT046,1030.4285
FDK16,OUT046,1554.6179
FDI28,OUT017,1329.5072
FDS11,OUT018,3143.3677
DRD13,OUT046,1030.4285
FDL36,OUT035,1508.5111
FDI27,OUT013,750.3714
FDJ53,OUT019,95.26115
FDS44,OUT045,4692.55
FDE28,OUT046,3849.1204
FDQ33,OUT018,3083.8364
FDB37,OUT017,4389.4795
FDQ31,OUT045,1278.7856
NCQ05,OUT046,2503.6362
FDE10,OUT013,2080.0308
FDF38,OUT017,694.7165
FDE50,OUT019,720.985
DRG37,OUT010,437.58755
NCH06,OUT049,2638.095
FDY14,OUT045,4392.2603
FDO27,OUT017,1578.8188
FDQ19,OUT049,4788.1587
FDZ26,OUT019,134.37283
FDN51,OUT013,4147.3164
FDK20,OUT035,2169.23
FDD40,OUT018,2797.9263
DRI25,OUT018,790.6883
FDH56,OUT017,1923.6243
FDI36,OUT027,5703.464
DRH11,OUT018,725.4543
NCV18,OUT017,1629.8611
DRI01,OUT049,2878.2578
DRE48,OUT049,3477.9944
FDS51,OUT035,1047.4712
FDM38,OUT017,761.6074
FDB60,OUT027,5892.6743
FDY58,OUT035,3795.2195
FDY22,OUT045,2197.33
FDF11,OUT027,5187.215
FDZ51,OUT035,1644.7599
FDQ45,OUT017,3519.2368
FDF17,OUT035,3414.039
NCF31,OUT027,3844.255
FDA37,OUT013,2135.822
FDO51,OUT046,670.5156
FDF34,OUT013,3110.0415
FDD57,OUT018,1271.0676
FDO37,OUT046,3801.861
FDR49,OUT049,793.30054
FDS39,OUT049,2299.3623
FDI48,OUT027,1294.8218
DRM35,OUT049,2970.5195
FDV57,OUT035,4038.9734
FDZ55,OUT013,2729.2068
FDI28,OUT035,1395.4482
FDS21,OUT045,986.81586
FDT34,OUT013,1717.8853
DRI25,OUT035,1033.9258
FDT47,OUT010,284.34537
DRH39,OUT045,1012.6774
NCD54,OUT045,2231.4082
FDU16,OUT027,2297.396
NCW29,OUT045,1973.9878
FDV25,OUT027,7101.6514
FDM56,OUT035,1545.7666
FDZ04,OUT027,1916.1943
FDG59,OUT019,21.153265
FDI56,OUT045,1401.923
FDS33,OUT035,1355.8795
FDC23,OUT049,2883.649
FDT11,OUT049,2859.6458
FDG17,OUT045,3756.161
FDZ44,OUT045,1826.9352
FDJ52,OUT013,2641.9521
DRI23,OUT046,2555.1074
DRE15,OUT010,171.64641
NCF07,OUT013,1717.8853
NCR29,OUT049,934.4437
FDE44,OUT019,78.16393
FDT23,OUT035,1395.4482
NCG06,OUT017,3051.8882
NCU41,OUT010,1722.969
FDH46,OUT017,1724.6392
FDV31,OUT013,2789.8455
NCT41,OUT027,4037.2012
FDE22,OUT027,4467.0605
FDC26,OUT045,1743.5974
DRF51,OUT017,623.82446
NCY53,OUT019,48.749706
FDY21,OUT017,3147.8992
FDL27,OUT013,952.94965
FDZ34,OUT049,3550.445
NCF43,OUT010,306.62506
FDC21,OUT035,1845.1578
FDL26,OUT013,2492.4287
FDT25,OUT010,393.78897
NCR30,OUT046,1169.5105
DRL23,OUT019,410.5023
NCR05,OUT049,3141.1453
NCE19,OUT018,763.90125
FDY07,OUT035,692.71625
FDB10,OUT017,3553.926
